id,title,released,developer,publisher,released_on
3356,Valhalla,1989,Legend,Legend,1989-01-01
3357,"Vampire's Castle Adventure","","","",
3358,"Vampyr: Talisman of Invocation","","","",
3359,"Vanguard Ace: Vertical Madness","","","",
3360,Vaxine,"","","",
3361,"Vegas Bandit","","","",
3362,"Veil of Darkness",1993,"Event Horizon Software","Strategic Simulations",1993-01-01
3363,"Vengeance of Excalibur",1991,"Synergistic Software","Virgin Interactive",1991-01-01
3364,Vette!,1989,Sphere,"Spectrum HoloByte",1989-01-01
3365,"V for Victory: D-Day Utah Beach",1991,"Three-Sixty Pacific","Three-Sixty Pacific",1991-01-01
3366,"V for Victory: Gold-Juno-Sword","","","",
3367,"V for Victory: Market-Garden","","","",
3368,"V for Victory: Velikiye Luki","","","",
3369,"VGA Miner","","","",
3370,"VGA Sharks","","","",
3371,"Viaje Al Centro De La Tierra","","","",
3372,Vida,"","","",
3373,"Video Trek 88",1982,"Windmill Software","Windmill Software",1982-01-01
3374,"Vinyl Goddess From Mars",1995,"Six Pound Sledge Studios","Union Logic Software Publishing",1995-01-01
3375,"Virtual Karts","","","",
3376,"Virtual Pool",1995,"Celeris Inc","Interplay Entertainment",1995-01-01
3377,"Virtual Reality Studio 2.0",1992,"Incentive Software",Domark,1992-01-01
3378,"Virtual Reality, Volume 2","","","",
3379,"Virtual Snooker","","","",
3380,Virtuoso,"","","",
3381,Virus,1988,"Frontier Developments","Firebird Software",1988-01-01
3382,"Visions of Aftermath: The Boomtown","","","",
3383,Vixen,1988,"Intelligent Design",Martech,1988-01-01
3384,Vlak,"","","",
3385,Volfied,1989,Taito,Taito,1989-01-01
3386,"Voodoo Island",1985,Angelsoft,Mindscape,1985-01-01
3387,Voyeur,1994,"Philips POV Entertainment","Interplay Entertainment",1994-01-01
3388,"Voyeur II",1996,"InterWeave Entertainment","Philips Media",1996-01-01
3389,"Wacky Funsters",1992,"Tsunami Media","Tsunami Media",1992-01-01
3390,"Wacky Wheels",1994,"Beavis Soft","Apogee Software",1994-01-01
3391,"Walls of Rome",1993,Mindcraft,Mindcraft,1993-01-01
3392,Wanderer,"","","",
3393,"Warcraft: Orcs & Humans",1994,"Blizzard Entertainment","Blizzard Entertainment/Interplay Entertainment",1994-01-01
3394,"Warcraft II: Beyond the Dark Portal",1996,"Cyberlore Studios","Blizzard Entertainment",1996-01-01
3395,"Warcraft II: Tides of Darkness",1995,"Blizzard Entertainment","Blizzard Entertainment/Ubisoft",1995-01-01
3396,"War Eagles",1989,COSMI,COSMI,1989-01-01
3397,"Wargame Construction Set",1986,"Roger Damon","Strategic Simulations",1986-01-01
3398,"Wargame Construction Set II: TANKS!",1994,"Strategic Simulations","Strategic Simulations",1994-01-01
3399,"Wargame Construction Set III: Age of Rifles 1846-1905",1996,"Strategic Simulations","Strategic Simulations",1996-01-01
3400,"War Inc.",1997,"Optik Software","Interactive Magic",1997-01-01
3401,"War in the Gulf",1993,"Oxford Digital Enterprises Ltd.","Empire Software",1993-01-01
3402,"Wari: The Ancient Game of Africa","","","",
3403,Warlords,1989,"Steven Fawkner","Strategic Studies Group",1989-01-01
3404,"Warlords II",1993,"Steven Fawkner","Strategic Studies Group",1993-01-01
3405,"Warlords II Scenario Builder","","","",
3406,"War of the Lance",1990,"Strategic Simulations","Strategic Simulations",1990-01-01
3407,"Warp Factor, The",1982,"Strategic Simulations","Strategic Simulations",1982-01-01
3408,"Warrior of Ras: Volume I - Dunzhin",1982,"Intelligent Statements Inc.","Computer Applications Unlimited",1982-01-01
3409,Warship,1988,"Strategic Simulations","Strategic Simulations",1988-01-01
3410,Wasteland,1988,Interplay,"Electronic Arts",1988-01-01
3411,Waterloo,1989,"Personal Software Services",Mirrorsoft,1989-01-01
3412,Waterworld,1995,"Ocean Software","Ocean Software",1995-01-01
3413,Waxworks,1992,Horrorsoft,"Accolade Inc.",1992-01-01
3414,"Wayne Gretzky Hockey","","","",
3415,"Wayne's World",1993,Capstone,Capstone,1993-01-01
3416,"Weird Dreams",1989,"Rainbird Software","Rainbird Software",1989-01-01
3417,Welltris,1989,"Spectrum Holobyte","Spectrum Holobyte",1989-01-01
3418,"Werewolf vs. Comanche 2.0","","","",
3419,"West Adventure","","","",
3420,"Western Front: The Liberation of Europe 1944-1945","","","",
3421,"Westwood 10th Anniversary","","","",
3422,Wetlands,"","","",
3423,"Whale's Voyage","","","",
3424,"Wheel of Fortune",1988,Softie,ShareData,1988-01-01
3425,"When Two Worlds War","","","",
3426,"Where in America's Past is Carmen Sandiego?",1991,"Brøderbund","Brøderbund",1991-01-01
3427,"Where in Europe is Carmen Sandiego?",1988,"Brøderbund","Brøderbund",1988-01-01
3428,"Where in Space is Carmen Sandiego?",1993,"Brøderbund","Brøderbund",1993-01-01
3429,"Where in the U.S.A. Is Carmen Sandiego?",1986,"Brøderbund","Brøderbund",1986-01-01
3430,"Where in the U.S.A. is Carmen Sandiego? (Enhanced)",1992,"Brøderbund","Brøderbund",1992-01-01
3431,"Where in the World Is Carmen Sandiego?",1985,"Brøderbund","Brøderbund",1985-01-01
3432,"Where in the World is Carmen Sandiego? Deluxe Edition",1990,"Brøderbund","Brøderbund",1990-01-01
3433,"Where in the World is Carmen Sandiego? (Enhanced)",1996,"Brøderbund","Brøderbund",1996-01-01
3434,"Where in Time Is Carmen Sandiego?",1989,"Brøderbund","Brøderbund",1989-01-01
3435,"Where Time Stood Still",1988,"Denton Designs","Ocean Software",1988-01-01
3436,Whiplash,"","","",
3437,Whizz,"","","",
3438,"Who Framed Roger Rabbit","","","",
3439,"Who Shot Johnny Rock?",1991,"American Laser Games","American Laser Games",1991-01-01
3440,WiBArm,1989,"Arsys Software","Brøderbund",1989-01-01
3441,"Wilderness: A Survival Adventure","","","",
3442,"Wild West World","","","",
3443,"Wild Wheels","","","",
3444,"Will Harvey's Music Construction Set",1984,"Electronic Arts","Electronic Arts",1984-01-01
3445,"Will Harvey's Zany Golf",1988,"Sandcastle Productions","Electronic Arts",1988-01-01
3446,"Williams Arcade Classics","","","",
3447,"William Shatner's TekWar",1995,"Capstone Software","Capstone Software",1995-01-01
3448,Willow,1988,"MidNite Entertainment Group, Brian A. Rice",Mindscape,1988-01-01
3449,"Willy the Worm",1985,"Alan Farmer","",1985-01-01
3450,"Windsurf Willy","","","",
3451,Windwalker,"","","",
3452,"Wing Commander",1990,"Origin Systems","Origin Systems",1990-01-01
3453,"Wing Commander: The Secret Missions",1990,"Origin Systems","Origin Systems",1990-01-01
3454,"Wing Commander: The Secret Missions 2 - Crusade",1991,"Origin Systems","Origin Systems",1991-01-01
3455,"Wing Commander: Deluxe Edition",1992,"Origin Systems","Origin Systems",1992-01-01
3456,"Wing Commander II: Vengeance of the Kilrathi",1991,"Origin Systems","Origin Systems",1991-01-01
3457,"Wing Commander II: Vengeance of the Kilrathi - Special Operations 1",1991,"Origin Systems","Origin Systems",1991-01-01
3458,"Wing Commander II: Vengeance of the Kilrathi - Special Operations 2",1992,"Origin Systems","Origin Systems",1992-01-01
3459,"Wing Commander II: Speech Accessory Pack",1991,"Origin Systems","Origin Systems",1991-01-01
3460,"Wing Commander II: Deluxe Edition",1993,"Origin Systems","Origin Systems",1993-01-01
3461,"Wing Commander: Academy",1993,"Origin Systems","Origin Systems",1993-01-01
3462,"Wing Commander: Armada",1994,"Origin Systems","Electronic Arts",1994-01-01
3463,"Wing Commander: Armada - Proving Grounds",1994,"Origin Systems","Electronic Arts",1994-01-01
3464,"Wing Commander: Privateer",1993,"Origin Systems","Origin Systems",1993-01-01
3465,"Wing Commander: Privateer Speech Pack",1993,"Origin Systems","Origin Systems",1993-01-01
3466,"Wing Commander: Privateer - Righteous Fire",1994,"Origin Systems","Origin Systems",1994-01-01
3467,"Wing Commander III: Heart of the Tiger",1994,"Origin Systems","Origin Systems",1994-01-01
3468,"Wing Commander IV: The Price of Freedom",1995,"Origin Systems","Electronic Arts",1995-01-01
3469,"Wings of Fury",1987,"Steve Waldo","Brøderbund",1987-01-01
3470,"Wings of Glory",1994,"Origin Systems","Electronic Arts",1994-01-01
3471,Wingstar,"","","",
3472,"Win, Lose or Draw",1988,"Buena Vista","Buena Vista",1988-01-01
3473,"Winnie the Pooh in the Hundred Acre Wood",1986,"Sierra On-Line","Sierra On-Line",1986-01-01
3474,"Winter Challenge",1991,MindSpan,"Accolade Inc.",1991-01-01
3475,"Winter Challenge: World Class Competition","","","",
3476,"Winter Games",1986,Epyx,Epyx,1986-01-01
3477,"Winter Olympics: Lillehammer 94",1993,"ID Software","U.S. Gold",1993-01-01
3478,Winzer,1991,"Starbyte Software","",1991-01-01
3479,Wipeout,1995,Psygnosis,Psygnosis,1995-01-01
3480,Wishbringer,1985,Infocom,Infocom,1985-01-01
3481,Witchaven,1995,"Capstone Software","Intracorp Entertainment",1995-01-01
3482,"Witchaven II: Blood Vengeance",1996,"Capstone Software","Intracorp Entertainment",1996-01-01
3483,"Witness, The",1983,Infocom,Infocom,1983-01-01
3484,"Wizard and the Princess",1982,"On-Line Systems","On-Line Systems",1982-01-01
3485,"Wizard of Oz, The","","","",
3486,"Wizardry: Proving Grounds of the Mad Overlord",1984,Sir-Tech,Sir-Tech,1984-01-01
3487,"Wizardry II: The Knight of Diamonds",1985,Sir-Tech,Sir-Tech,1985-01-01
3488,"Wizardry III: Legacy of Llylgamyn",1986,Sir-Tech,Sir-Tech,1986-01-01
3489,"Wizardry IV: The Return of Werdna",1987,Sir-Tech,Sir-Tech,1987-01-01
3490,"Wizardry V: Heart of the Maelstrom",1988,Sir-Tech,Sir-Tech,1988-01-01
3491,"Wizardry VI: Bane of the Cosmic Forge",1990,Sir-Tech,Sir-Tech,1990-01-01
3492,"Wizardry VII: Crusaders of the Dark Savant",1992,Sir-Tech,Sir-Tech,1992-01-01
3493,"The Wizard's Castle","","","",
3494,"Wizard's Crown",1985,"Strategic Simulations","Strategic Simulations",1985-01-01
3495,"Wizard Warz","","","",
3496,Wizball,1987,"Sensible Software","Ocean Software",1987-01-01
3497,"Wizkid: The Story Of Wizball II","","","",
3498,Wolf,"","","",
3499,"Wolfenstein 3D",1992,"id Software","Apogee Software",1992-01-01
3500,WolfPack,1990,NovaLogic,"Brøderbund",1990-01-01
3501,Wolfsbane,"","","",
3502,Wonderland,"","","",
3503,"Word Ladders",1991,Softdisk,Softdisk,1991-01-01
3504,"Word Rescue",1992,"Redwood Games","Apogee Software",1992-01-01
3505,"Word Spinner",1984,"The Learning Company","The Learning Company",1984-01-01
3506,Wordtris,1991,"Realtime Associates","Spectrum HoloByte",1991-01-01
3507,"Word Whiz",1988,"Apogee Software","Apogee Software",1988-01-01
3508,"World at War: Stalingrad","","","",
3509,"World Championship Boxing Manager","","","",
3510,"World Championship Soccer",1989,Sega,Sega,1989-01-01
3511,"World Circuit",1992,Microprose,Microprose,1992-01-01
3512,"World Class Leader Board",1986,"Access Software","Access Software",1986-01-01
3513,"World Class Rugby","","","",
3514,"World Cup USA '94",1994,"U.S. Gold","U.S. Gold",1994-01-01
3515,"World Cup Year 94","","","",
3516,"World Empire",1991,"Viable Software Alternatives","Viable Software Alternatives",1991-01-01
3517,"World Games",1986,K-Byte,Epyx,1986-01-01
3518,"World History Quiz (Cavemen to Democracy)","","","",
3519,"World Hockey '95","","","",
3520,"World of Aden: Thunderscape",1995,"Strategic Simulations","Strategic Simulations",1995-01-01
3521,"World of Fantasy","","","",
3522,"World Karate Championship",1986,Epyx,"System 3",1986-01-01
3523,"World Rally Fever: Born on the Road","","","",
3524,"World's Greatest Baseball Game, The",1985,"Quest Inc.",Epyx,1985-01-01
3525,"Worlds of Legend: Son of the Empire","","","",
3526,"Worlds of Ultima: The Savage Empire",1990,"Origin Systems","Origin Systems",1990-01-01
3527,"World Tour Golf",1986,"Electronic Arts","Electronic Arts",1986-01-01
3528,"World War II GI","","","",
3529,"World Wide Rally","","","",
3530,Worms,1995,Team17,"Ocean Software",1995-01-01
3531,"Worms: Reinforcements","","","",
3532,"Wrath of Earth","","","",
3533,"Wrath of the Demon",1991,ReadySoft,ReadySoft,1991-01-01
3534,Wreckers,1991,"Denton Designs",Audiogenic,1991-01-01
3535,"Wreckin Crew",1998,Telstar,Telstar,1998-01-01
3536,"Wrecking Ball","","","",
3537,"WW2 Air Force Commander","","","",
3538,"WWF In Your House",1996,"Sculptured Software","Acclaim Entertainment",1996-01-01
3539,"WWF Wrestlemania","","","",
3540,"WWF Wrestlemania: The Arcade Game",1995,Midway,Midway,1995-01-01
3541,"WWII: 1946","","","",
3542,"WWII: Battles of the South Pacific","","","",
3543,W!Zone,"","","",
3544,"W!Zone II: Retribution","","","",
3545,Xargon,1993,"Epic MegaGames","Epic MegaGames",1993-01-01
3546,Xatax,1994,"Pixel Painters","Pixel Painters",1994-01-01
3547,"XCar: Experimental Racing",1997,"Bad Dog","Bethesda Softworks LLC",1997-01-01
3548,"X-COM: Apocalypse",1997,"Mythos Games",MicroProse,1997-01-01
3549,"X-COM: Terror from the Deep",1995,MicroProse,MicroProse,1995-01-01
3550,"X-COM: UFO Defense",1994,"MicroProse Software, Mythos Games","MicroProse Software",1994-01-01
3551,"X-COM: Unknown Terror",1996,"Mythos Games",MicroProse,1996-01-01
3552,Xenocide,1990,"Micro Revelations","Micro Revelations",1990-01-01
3553,Xenomorph,1990,"Pandora Software","Pandora Software",1990-01-01
3554,Xenon,1988,"Bitmap Brothers","Bitmap Brothers",1988-01-01
3555,"Xenon 2: Megablast",1989,"The Assembly Line","Image Works",1989-01-01
3556,"Xenophage: Alien Bloodsport",1995,"Argo Games","Apogee Software",1995-01-01
3557,Xenopods,1991,"Gamer's Edge",Softdisk,1991-01-01
3558,Xerix,1992,"Brendan Reville","",1992-01-01
3559,"XF5700 Mantis",1992,"Microplay Software","Microplay Software",1992-01-01
3560,"Xiake Yingxiongzhuan",1995,GameBridge,GameBridge,1995-01-01
3561,X-It,1994,"Data Design Interactive",Psygnosis,1994-01-01
3562,Xixit,1995,"Optik Software","Optik Software",1995-01-01
3563,"X-Men: Madness in the Murderworld",1989,"Paragon Software","Paragon Software",1989-01-01
3564,"X-Men II: The Fall of the Mutants",1991,"Paragon Software","Medalist International",1991-01-01
3565,"X-Men: Children of the Atom",1997,Capcom,"Acclaim Entertainment",1997-01-01
3566,"X-Men: The Ravages of Apocalypse",1997,"Zero Gravity Entertainment","WizardWorks Software",1997-01-01
3567,Xonix,1984,"Ilan Rav, Rani Katz","",1984-01-01
3568,"Xplosiv Top Ten",2002,Xplosiv,Xplosiv,2002-01-01
3569,XQuest,1994,"Mark Mackey","",1994-01-01
3570,"X Rock",1990,Soft-World,Soft-World,1990-01-01
3571,XS,1996,SCi,SCi,1996-01-01
3572,"Xuanyuan Jian",1990,"Softstar Entertainment","Softstar Entertainment",1990-01-01
3573,"Xuanyuan Jian 2",1994,"Softstar Entertainment","Softstar Entertainment",1994-01-01
3574,"XWing Fighter",1982,"International PC Owners","International PC Owners",1982-01-01
3575,Xyphr,1991,"Eugene Lin","",1991-01-01
3576,"YAB! Baseball",1992,"Tom Fresen","",1992-01-01
3577,"Yendorian Tales Book I",1994,"SW Games","Spectrum Pacific Publishing",1994-01-01
3578,"Yendorian Tales Book I: Chapter 2",1996,"SW Games","Spectrum Pacific Publishing",1996-01-01
3579,"Yendorian Tales: The Tyrants of Thaine",1997,"SW Games","Spectrum Pacific Publishing",1997-01-01
3580,"Yes, Prime Minister",1988,"Oxford Digital Enterprises","Mosaic Publishing",1988-01-01
3581,"Yogi Bear's Math Adventures",1990,"Genus Microprogramming, Omega Software","Genus Microprogramming, Omega Software",1990-01-01
3582,"Yo! Joe! Beat the Ghosts",1993,"Scipio Software","Play Byte",1993-01-01
3583,"Ys I: Ancient Ys Vanished",1989,"Nihon Falcom","Nihon Falcom",1989-01-01
3584,"Ys II: Ancient Ys Vanished - The Final Chapter",1989,"Nihon Falcom","Nihon Falcom",1989-01-01
3585,Z,1996-09-02,"Bitmap Brothers","Renegade Software",1996-09-02
3586,"Zak McKracken and the Alien Mindbenders",1988-10-10,LucasArts,LucasArts,1988-10-10
3587,"Zap'em",1982,IBM,IBM,1982-01-01
3588,"Zappa Roidz",1989,"Ideas From the Deep",Softdisk,1989-01-01
3589,Zaxxon,1984,Sega,Sega,1984-01-01
3590,"Zeddas: Servants of Sheol",1995-12-31,"Caravan Interactive",Synergy,1995-12-31
3591,"Zee Artillery",1999,"PLBM Games","PLBM Games",1999-01-01
3592,"Zehn Adventures",1999,LucasArts,LucasArts,1999-01-01
3593,Zeliard,1990,"Game Arts","Sierra On-Line",1990-01-01
3594,Zephyr,1994,"New World Computing","New World Computing",1994-01-01
3595,"Zeppelin: Giants of the Sky",1993,"Ikarion Software","Ikarion Software",1993-01-01
3596,"Zig Zag Flag Shag",1991,Softdisk,Softdisk,1991-01-01
3597,"Zone 66",1993-12-31,"Renaissance Studio","Epic MegaGames",1993-12-31
3598,"Zone Raiders",1995-12-31,Image,"Virgin Interactive",1995-12-31
3599,Zool,1993-06-21,"Gremlin Interactive","Electronic Arts",1993-06-21
3600,"Zool 2",1994,"Gremlin Graphics","Gremlin Interactive",1994-01-01
3601,Zoop,1995-09-30,Hookstone,"Viacom New Media",1995-09-30
3602,"Zork I",1982,Infocom,Infocom,1982-01-01
3603,"Zork II",1983,Infocom,Infocom,1983-01-01
3604,"Zork III",1984,Infocom,Infocom,1984-01-01
3605,"Zork Nemesis",1996,"Zombie Inc.",Activision,1996-01-01
3606,"ZorkQuest: Assault on Egreth Castle",1988,"Tom Snyder Productions",Infocom,1988-01-01
3607,"ZorkQuest: The Crystal of Doom",1989,"Tom Snyder Productions",Infocom,1989-01-01
3608,"Zork Zero",1988,Infocom,Infocom,1988-01-01
3609,Zorro,1995,"Capstone Software","Capstone Software",1995-01-01
3610,"Zurk's Learning Safari",1993,"Soleil Software","Soleil Software",1993-01-01
3611,Zyconix,1992,"Miracle Games","Accolade Inc.",1992-01-01
3612,Zyll,1984,IBM,IBM,1984-01-01
3613,ZZT,1991,"Epic MegaGames","Epic MegaGames",1991-01-01
3614,"1-0 Soccer Manager",1992-06-08,"New Era Software","Wizard Games of Scotland",1992-06-08
3615,"1 Ton",1996-11-30,"Independent Project","Martin Magnusson",1996-11-30
3616,"3D Body Adventure",1994-12-31,"Knowledge Adventure","Knowledge Adventure",1994-12-31
3617,3-Demon,1983-12-31,"PC Research Inc.","PC Research Inc.",1983-12-31
3618,"3-D Helicopter Simulator",1987,"Sierra On-Line","Sierra On-Line",1987-01-01
3619,"3D Lemmings Winterland",1995-07-31,Psygnosis,Psygnosis,1995-07-31
3620,"3D Pitfall",1994-09-15,"Independent Project","J. Shramko",1994-09-15
3621,"3D Virtual Studio",1991-06-01,Domark,"Incentive Software",1991-06-01
3622,"3-K Trivia",1984,IBM,IBM,1984-01-01
3623,"3 Point Basketball",1993,"MVP Software","MVP Software",1993-01-01
3624,"3 Skulls of the Toltecs",1996-12-31,Revistronic,"Midway Games West",1996-12-31
3625,"4D Prince of Persia",1994-02-26,"Terebilov K.A","Terebilov K.A",1994-02-26
3626,"4D Sports Boxing",1991-06-15,"Distinctive Software",Mindscape,1991-06-15
3627,"4D Sports Tennis",1990,"Distinctive Software",Mindscape,1990-01-01
3628,"4th & Inches",1988,"Accolade Inc.","Accolade Inc.",1988-01-01
3629,"4x4 Off-Road Racing",1988-06-01,Epyx,Epyx,1988-06-01
3630,"5th Fleet",1994-12-31,"Avalon Hill","Avalon Hill",1994-12-31
3631,5X,2000-03-15,"SpeedStrip Interactive","SpeedStrip Interactive",2000-03-15
3632,"500cc Grand Prix",1987-06-01,"Microïds","Microïds",1987-06-01
3633,"007: Licence to Kill",1989-04-20,Domark,Quixel,1989-04-20
3634,"7 Colors",1991,"Gamos Ltd.",Infograms,1991-01-01
3635,"7th Guest, The",1993,Trilobyte,"Virgin Games",1993-01-01
3636,"10th Frame",1986,"Access Software","U.S. Gold",1986-01-01
3637,"11th Hour, The",1995-12-13,Trilobyte,"Virgin Games",1995-12-13
